167,automobile,自動車,5,0
168,background,背景，経歴,5,0
169,capacity,最大容量［積載量・稼働力］，能力,5,0
170,capital,資本，資本金，首都／大文字の,5,0
171,career,(生涯にわたる）職業,5,0
172,characteristic,特徴,5,0
173,charge,非難，料金，管理／…に請求する,5,0
174,circumstance,（周囲の）状況,5,0
175,citizen,市民,5,0
176,climate,気候,5,0
177,conclusion,結論,5,0
178,condition,状態，条件,5,0
179,conduct,行為／…を行う,5,0
180,conference,会議,5,0
181,confidence,自信，信頼,5,0
182,conflict,対立，争い,5,0
183,consequence,結果,5,0
184,consumption,消費,5,0
185,continent,大陸,5,0
186,contrast,対照,5,0
187,contribution,寄付，貢献,5,0
188,conversation,会話,5,0
189,cooperation,協力,5,0
190,copy,（本・雑誌などの）一冊／…をまねる,5,0
191,creation,創造，創造物,5,0
192,crime,犯罪,5,0
193,crisis,危機,5,0
194,criticism,批判,5,0
195,crop,収穫物,5,0
196,curiosity,好奇心,5,0
197,custom,（社会的な）習慣，慣習,5,0
198,debate,討論,5,0
199,debt,借金，負債,5,0
200,decade,１０年,5,0
201,definition,定義,5,0
202,delight,喜び,5,0
203,democracy,民主主義,5,0
204,desert,砂漠／…を立ち去る,5,0
205,destruction,破壊,5,0
206,device,装置，仕掛け,5,0
207,diet,（日常の）食事，ダイエット,5,0
208,disaster,災害,5,0
209,discipline,しつけ，規律,5,0
210,discussion,議論,5,0
211,distinction,区別，違い,5,0
212,district,地域，地区,5,0
213,drug,麻薬，薬,5,0
214,element,要素,5,0
215,employee,従業員,5,0
216,enemy,敵,5,0
217,entertainment,娯楽,5,0
218,error,ミス，間違い,5,0
219,evolution,進化，進展,5,0
220,excuse,言い訳／…勘弁する,5,0
221,expert,専門家,5,0
222,explanation,説明　,5,0
223,extent,程度,5,0
224,faith,信頼，信仰,5,0
225,fate,運命,5,0
226,fault,欠点，過失，せい,5,0
227,favor,親切な行為,5,0
228,flight,飛行，（飛行機の）便,5,0
229,focus,焦点／…を集中する,5,0
230,fuel,燃料,5,0
231,function,機能／機能する,5,0
232,genius,天才,5,0
233,goal,目標，目的,5,0
234,grammar,文法,5,0
235,grant,給付金／…を与える,5,0
236,guide,案内人，案内書／…を案内する,5,0
237,harm,害／…を害する,5,0
238,height,高さ,5,0
239,household,（一つ屋根の下で暮らす）家族，家,5,0
240,humanity,人間，人間性,5,0
241,ideal,理想／理想の,5,0
242,imagination,想像,5,0
243,immigrant,移民,5,0
244,impact,影響，衝撃,5,0
245,impression,印象,5,0
246,income,所得,5,0
247,independence,独立，自立,5,0
248,instruction,指示，指導,5,0
249,intelligence,知能，諜報,5,0
250,item,項目,5,0
251,journey,旅,5,0
252,joy,喜び,5,0
253,judgement,判断,5,0
254,laboratory,実験室,5,0
255,landscape,風景,5,0
256,laughter,笑い,5,0
257,leisure,余暇,5,0
258,lesson,授業，教訓,5,0
259,luck,運，幸運,5,0
260,manager,部長，支配人，監督,5,0
261,manner,やり方，方法,5,0
262,master,主人，達人／…を習得する,5,0
263,match,試合／…と調和する,5,0
264,matter,事柄／重要である,5,0
265,merchant,商人,5,0
266,murder,(故意の）殺人／…を（故意に）殺す,5,0
267,necessity,必要，必要なもの,5,0
268,neighborhood,近所,5,0
269,notion,考え，考え方,5,0
270,novel,小説／新奇な,5,0
271,observation,観察,5,0
272,occasion,（特定の）時，場合,5,0
273,occupation,職業,5,0
274,operation,操作，運転，手術,5,0
275,organization,組織，団体,5,0
276,origin,起源,5,0
277,pain,痛み,5,0
278,passage,（文章の）一節，通路,5,0
279,passenger,乗客,5,0
280,personality,人格，性格，（芸能界などの）有名人,5,0
281,phenomenon,現象,5,0
282,philosopher,哲学者,5,0
283,philosophy,哲学,5,0
284,physics,物理学,5,0
285,plenty,たくさん,5,0
286,politician,政治家,5,0
287,politics,政治,5,0
288,popularity,人気,5,0
289,presence,存在,5,0
290,profit,利益,5,0
291,project,計画，事業,5,0
292,proof,証拠,5,0
293,property,財産，所有地,5,0
294,proportion,比率，割合,5,0
295,proverb,ことわざ,5,0
296,psychologist,心理学者,5,0
297,quantity,量,5,0
298,reaction,反応　,5,0
299,region,地域，地方,5,0
300,religion,宗教,5,0
301,remark,ことば，感想／…だと述べる,5,0
302,reputation,評判,5,0
303,revolution,革命,5,0
304,reward,褒美，報償／…に褒美［報償］を与える,5,0
305,row,列／…をこぐ,5,0
306,security,安心，安全，治安,5,0
307,self,自己，自我,5,0
308,shift,変化／…を変える,5,0
309,shortage,不足,5,0
310,sight,見ること，視力,5,0
311,significance,重要性，意義,5,0
312,skin,皮膚，皮膜,5,0
313,soil,土，土壌,5,0
314,soldier,兵士,5,0
315,solution,解決（法）,5,0
316,statement,話，陳述，声明,5,0
317,status,社会的地位,5,0
318,stock,株，在庫／…を在庫に持つ,5,0
319,strength,力，強さ,5,0
320,substance,物質,5,0
321,sum,金額，合計,5,0
322,survey,調査,5,0
323,survival,生存,5,0
324,talent,才能,5,0
325,theme,テーマ,5,0
326,thought,考えること，考え,5,0
327,threat,脅威,5,0
328,tongue,言葉，舌,5,0
329,tradition,伝統,5,0
330,treatment,扱い，処置，治療,5,0
331,tribe,部族,5,0
332,trust,信頼，信用／…を信頼［信用］する,5,0
333,union,統合,5,0
334,vehicle,乗り物，伝達手段,5,0
335,victim,犠牲者,5,0
336,violence,暴力,5,0
337,virus,ウイルス,5,0
338,vision,未来像，ビジョン,5,0
339,vocabulary,語い,5,0
340,wealth,富，財産,5,0
341,wisdom,知恵,5,0
342,witness,目撃者，証人／…を目撃する,5,0
343,youth,若さ，青年期，青少年,5,0
344,accurate,正確な,5,0
345,actual,現実の，実際の,5,0
346,alike,よく似た,5,0
347,anxious,心配して，切望する,5,0
348,appropriate,適当な，適切な,5,0
349,asleep,眠っている,5,0
350,attractive,魅力的な,5,0
351,awake,目を覚ましている,5,0
352,biological,生物学上の,5,0
353,bored,退屈した,5,0
354,brief,短い,5,0
355,capable,可能性がある，しかねない，有能な,5,0
356,chemical,化学の／化学製品,5,0
357,civilized,発達した文明をもつ,5,0
358,comfortable,心地の良い,5,0
359,complicated,複雑な,5,0
360,conscious,意識して，気づいて,5,0
361,constant,絶え間ない,5,0
362,contemporary,現在の，現代の，同時代の,5,0
363,contrary,反対の,5,0
364,convenient,都合がよい,5,0
365,creative,創造的な,5,0
366,critical,極めて重要な，非常に深刻な,5,0
367,curious,好奇心が強い,5,0
368,current,現在の，目下の／流れ,5,0
369,dependent,依存している,5,0
370,distant,遠く離れた,5,0
371,domestic,国内の，家庭内の,5,0
372,dramatic,劇的な,5,0
373,dull,面白みのない，鈍い,5,0
374,eager,強く望んでいる,5,0
375,educational,教育の，教育的な,5,0
376,effective,効果的な,5,0
377,efficient,効率［能率］の良い,5,0
378,elderly,年配の,5,0
379,emotional,感情の，感情的な,5,0
380,empty,何も入っていない，空の,5,0
381,engaged,従事している，婚約している,5,0
382,enormous,非常に大きい,5,0
383,entire,全体の，…全体,5,0
384,evil,邪悪な，悪の,5,0
385,extra,余分の,5,0
386,extraordinary,普通でない，並はずれた,5,0
387,extreme,極端な,5,0
388,fair,公平な，かなりの,5,0
389,FALSE,誤った，偽りの,5,0
390,fat,太った／脂肪,5,0
391,favorite,一番好きな，一番好きなもの,5,0
392,female,雌の，女性の／雌，女性,5,0
393,financial,財政の，金融の,5,0
394,firm,しっかりした，堅い／会社,5,0
395,former,前の／前者,5,0
396,friendly,友好的な,5,0
397,fundamental,基本的な，根本的な,5,0
398,gentle,穏やかな，やさしい,5,0
399,global,地球の，世界の,5,0
400,harmful,有害な,5,0
401,historical,歴史（上）の,5,0
402,honest,正直な,5,0
403,immediate,即座の,5,0
404,independent,独立した，自立した,5,0
405,intellectual,知的な，知性の,5,0
406,intelligent,知能の高い,5,0
407,internal,内部の,5,0
408,junior,ポストが下の，下級の／年下の人,5,0
409,latter,後者の,5,0
410,literary,文学の,5,0
411,medium,中間の,5,0
412,military,軍隊の，軍事の,5,0
413,mysterious,不可解な,5,0
414,narrow,幅が狭い,5,0
415,nearby,近くの,5,0
416,negative,否定の，否定的［悲観的］な,5,0
417,nervous,あがっている，神経質な,5,0
418,nuclear,核の,5,0
419,opposite,反対の／…と反対側の,5,0
420,patient,我慢強い／患者,5,0
421,pleasant,楽しい，気持ちのよい,5,0
422,polite,礼儀正しい,5,0
423,positive,自信のある，肯定的な,5,0
424,potential,潜在的な,5,0
425,previous,前の,5,0
426,primary,最初の，主要な，最優先の,5,0
427,primitive,原始的な,5,0
428,proper,適切な,5,0
429,proud,自慢に思って,5,0
430,rare,まれな,5,0
431,reasonable,理性のある，理にかなった,5,0
432,remarkable,目立った，顕著な,5,0
433,responsible,責任がある,5,0
434,rough,ごつごつした，粗い，大雑把な,5,0
435,rural,田舎の,5,0
436,senior,ポストが上の，上級の／年上の人,5,0
437,sensitive,敏感な，神経質な,5,0
438,severe,厳しい,5,0
439,significant,重要な,5,0
440,silly,馬鹿な,5,0
441,slight,かすかな,5,0
442,smart,頭の良い,5,0
443,solid,固い／固体,5,0
444,specific,具体的な，特定の,5,0
445,stupid,馬鹿な,5,0
446,sudden,突然の,5,0
447,suitable,適した,5,0
448,superior,より優れた,5,0
449,technical,技術上の，専門的な,5,0
450,terrible,ひどい，不快な,5,0
451,tiny,ごく小さい,5,0
452,tough,頑強な,5,0
453,typical,典型的な,5,0
454,unique,他に類のない，特別な,5,0
455,universal,普遍的な，万国［万人］共通の,5,0
456,unknown,未知の，無名の,5,0
457,unusual,めずらしい，普通でない,5,0
458,upset,気持ちが動揺した／…の心をかき乱す,5,0
459,urban,都会の，都市の,5,0
460,useless,役に立たない,5,0
461,valuable,貴重な,5,0
462,visible,目に見える,5,0
463,vital,極めて重要な，必要不可欠な,5,0
464,wealthy,裕福な,5,0
465,welcome,歓迎される／…を歓迎する,5,0
466,well-known,よく知られた,5,0
467,willing,いとわない，やぶさかでない,5,0
468,absolutely,絶対に,5,0
469,alive,生きている,5,0
470,apart,離れて,5,0
471,closely,綿密に，密接に,5,0
472,constantly,常に,5,0
473,directly,直接（的）に,5,0
474,entirely,完全に，全く,5,0
475,fairly,かなり，公平に,5,0
476,forever,永遠に,5,0
477,fully,十分に，完全に,5,0
478,gradually,次第に,5,0
479,largely,主として,5,0
480,necessarily,必然的に,5,0
481,nevertheless,にもかかわらず,5,0
482,normally,通常は，正常に,5,0
483,obviously,明らかに,5,0
484,occasionally,時折,5,0
485,possibly,ひょっとすると,5,0
486,properly,適切に,5,0
487,rapidly,素早く,5,0
488,seldom,めったに…しない,5,0
489,slightly,わずかに,5,0
490,somehow,どうにか,5,0
491,somewhat,いくぶん,5,0
492,surely,確かに,5,0
493,totally,完全に,5,0
494,unfortunately,残念なことに,5,0
495,virtually,実質的に,5,0
496,widely,広範囲に,5,0
497,wherever,…する所はどこでも,5,0
498,despite,…にもかかわらず,5,0
499,unlike,…とは違って,5,0
500,acknowledge,…の存在［正しさ］を認める,6,0
501,adjust,…を調節する，順応する,6,0
502,advise,…にアドバイスする［勧める］,6,0
503,amuse,…を楽しませる,6,0
504,analyze,…を分析する,6,0
505,assure,…に～だとして安心させる,6,0
506,astonish,…をびっくりさせる,6,0
507,beg,…を乞う,6,0
508,bend,…を曲げる,6,0
509,blink,まばたきをする／まばたき,6,0
510,bow,お辞儀をする／お辞儀,6,0
511,broadcast,…を放送する,6,0
512,burst,破裂する，…を破裂させる,6,0
513,bury,…を埋める,6,0
514,capture,…を捕える,6,0
515,cease,…をやめる，終わる,6,0
516,celebrate,…を祝う,6,0
517,characterize,…を特徴づける,6,0
518,cling,しがみつく，固執する,6,0
519,commit,＜罪など＞を犯す,6,0
520,confine,…を限る，…を閉じこめる,6,0
521,confirm,…を確認する,6,0
522,confront,…を直面させる,6,0
523,constitute,…を構成する,6,0
524,convert,…を変える，変わる,6,0
525,cultivate,…を耕作する，…を栽培する,6,0
526,cure,…を治療する,6,0
527,dare,思い切って…する，生意気にも…する,6,0
528,delay,…を遅らせる,6,0
529,deliver,…を配達する,6,0
530,depress,…を落胆させる,6,0
531,devise,…を考え出す,6,0
532,diminish,減る，…を減らす,6,0
533,disagree,一致しない,6,0
534,discourage,…をがっかりさせる,6,0
535,dominate,…を支配する,6,0
536,dwell,住む,6,0
537,eliminate,…を取り除く,6,0
538,embarrass,…を恥ずかしがらせる，…にばつの悪い思いをさせる,6,0
539,endure,…に耐える,6,0
540,ensure,…を確実にする，…を保証する,6,0
541,equip,…に備え付ける［身につけさせる］,6,0
542,evolve,進化する,6,0
543,exhaust,…を疲れ果てさせる，…を使い果たす,6,0
544,exhibit,…を表に出す，…を展示する，,6,0
545,fascinate,…を魅了する,6,0
546,float,浮かぶ,6,0
547,fold,…を折りたたむ,6,0
548,found,…を設立する,6,0
549,fulfill,…を果たす，…をかなえる,6,0
550,gaze,じっと見つめる,6,0
551,generate,…を発生させる,6,0
552,grasp,…をつかむ，…を理解する,6,0
553,guarantee,…を保証する,6,0
554,guard,…の警護［監視］をする／警護者，監視者,6,0
555,illustrate,…を詳しく説明する,6,0
556,imitate,…を模倣する,6,0
557,impose,…を課す,6,0
558,inclined,傾いている，傾向がある,6,0
559,industrialize,…を産業化［工業化］する,6,0
560,inspire,…を鼓舞する,6,0
561,interfere,干渉する，阻害する,6,0
562,interrupt,…の邪魔をする，…を中断させる,6,0
563,investigate,（…を）調査する,6,0
564,justify,…を正当化する,6,0
565,leap,跳ぶ,6,0
566,melt,溶ける，…を溶かす,6,0
567,misunderstand,…を誤解する,6,0
568,neglect,…の世話を怠る，…を省みない,6,0
569,nod,うなずく,6,0
570,offend,…の気分を害する,6,0
571,originate,起こる，生じる,6,0
572,overlook,…を見落とす，…を見過ごす,6,0
573,owe,…に金を借りている,6,0
574,pour,…を注ぐ,6,0
575,pray,祈る,6,0
576,proceed,進む,6,0
577,protest,抗議する／抗議,6,0
578,rank,階級，地位,6,0
579,relieve,…を和らげる，…から取り除く,6,0
580,request,…を依頼する／依頼,6,0
581,resist,…を拒む，…に抵抗する,6,0
582,resolve,…を解決する，決心する,6,0
583,restrict,…を制限する,6,0
584,retain,…を保持する,6,0
585,review,論評，批評／…を論評する，…を検討する,6,0
586,ruin,…を台無しにする,6,0
587,scare,…を怯えさせる，…をびっくりさせる,6,0
588,scatter,…をまき散らす,6,0
589,scream,金切り声を上げる,6,0
590,secure,…を確保する，…を安全にする／ゆるぎない,6,0
591,specialize,専門にする，専攻する,6,0
592,spoil,…を台無しにする,6,0
593,strengthen,…を強化する,6,0
594,substitute,…を代わりに使う／代わり,6,0
595,suppress,…を抑える,6,0
596,swallow,…を飲み込む,6,0
597,sweep,…を掃く，…を掃くように動かす,6,0
598,trace,…の跡［起源］を辿る／跡，痕跡,6,0
599,undergo,…を経験する,6,0
600,urge,…を（強く）促す［要請する］／願望,6,0
601,wander,ぶらつく，放浪する,6,0
602,weigh,…の重さがある,6,0
603,whisper,ささやく,6,0
604,yell,大声を上げる,6,0
605,absence,不在，欠如,6,0
606,accent,（ことばの）なまり，抑揚,6,0
607,acceptance,受け入れ,6,0
608,access,アクセス，使用［閲覧］する機会［権利］,6,0
609,acquaintance,知り合い,6,0
610,affection,愛情,6,0
611,aggression,攻撃性,6,0
612,alarm,懸念／…に懸念を抱かせる,6,0
613,ambition,夢，大望,6,0
614,appetite,食欲,6,0
615,application,応用，適用,6,0
616,appointment,約束,6,0
617,arrangement,準備，取り決め,6,0
618,athlete,運動選手,6,0
619,avenue,…通り，大通り,6,0
620,band,（音楽の）バンド，一団,6,0
621,border,国境,6,0
622,burden,重荷，負担,6,0
623,campaign,政治的運動,6,0
624,candidate,候補者，志願者,6,0
625,cash,現金,6,0
626,category,部門，部類,6,0
627,cave,ほら穴,6,0
628,cell,細胞,6,0
629,charm,魅力／…を魅了する,6,0
630,colleague,同僚,6,0
631,colony,植民地,6,0
632,committee,委員会,6,0
633,companion,連れ，仲間,6,0
634,comparison,比較,6,0
635,complaint,不満,6,0
636,complexity,複雑さ,6,0
637,composition,構成，楽曲,6,0
638,confusion,混乱,6,0
639,construction,建設，構造,6,0
640,contract,契約,6,0
641,convention,しきたり，（大規模な）会議,6,0
642,courage,勇気,6,0
643,crash,衝突／衝突する,6,0
644,crew,乗組員，一団,6,0
645,critic,批評家，批判者,6,0
646,description,説明，描写,6,0
647,dialect,方言，なまり,6,0
648,dignity,威厳，尊厳,6,0
649,disadvantage,不利，デメリット,6,0
650,dispute,争議，口論,6,0
651,division,分割，部門,6,0
652,divorce,離婚,6,0
653,document,文書,6,0
654,ecology,生態（学）,6,0
655,economics,経済学,6,0
656,editor,編集者,6,0
657,emotion,感情,6,0
658,emperor,皇帝，天皇,6,0
659,enterprise,会社，事業,6,0
660,enthusiasm,情熱，熱意,6,0
661,equality,平等,6,0
662,era,時代,6,0
663,exception,例外,6,0
664,executive,幹部，重役,6,0
665,expense,費用，出費，犠牲,6,0
666,explosion,爆発,6,0
667,extinction,絶滅,6,0
668,facility,施設，設備,6,0
669,fairy,妖精,6,0
670,flame,炎,6,0
671,fortune,運，財産,6,0
672,foundation,土台，根拠，設立,6,0
673,frontier,国境，辺境,6,0
674,fund,資金，基金,6,0
675,funeral,葬式,6,0
676,fur,毛皮,6,0
677,furniture,家具，調度品,6,0
678,garbage,（生）ゴミ，くず,6,0
679,gene,遺伝子,6,0
680,globe,地球,6,0
681,grave,墓／深刻な,6,0
682,ground,根拠，理由,6,0
683,harmony,調和,6,0
684,harvest,収穫／…を収穫する,6,0
685,honor,名誉，敬意,6,0
686,hunger,飢え，空腹,6,0
687,immigration,（他国からの）移住,6,0
688,impulse,衝動,6,0
689,incident,事件,6,0
690,infant,幼児,6,0
691,inhabitant,（ある場所の）居住者，生息動物,6,0
692,injury,けが,6,0
693,insect,昆虫,6,0
694,insight,深く正確な理解，洞察（力）,6,0
695,instinct,本能,6,0
696,institution,制度，慣習，（重要な）施設,6,0
697,instrument,道具，器具,6,0
698,insurance,保険,6,0
699,introduction,紹介，導入,6,0
700,investment,投資,6,0
701,liberty,自由,6,0
702,limitation,制限，制約,6,0
703,load,積み荷／…を積む,6,0
704,location,位置，場所,6,0
705,logic,論理，理屈,6,0
706,lord,封建君主，…卿，（（大文字で））神,6,0
707,lung,肺,6,0
708,luxury,贅沢，贅沢品,6,0
709,mail,郵便／…を投函する,6,0
710,mammal,哺乳動物,6,0
711,mineral,鉱物,6,0
712,minority,少数派,6,0
713,mood,気分,6,0
714,motive,動機,6,0
715,myth,神話,6,0
716,neighbor,近所の人,6,0
717,nerve,神経,6,0
718,obligation,義務,6,0
719,orbit,軌道,6,0
720,output,生産量，産出量,6,0
721,owner,所有者,6,0
722,participant,参加者,6,0
723,passion,熱望，強い関心,6,0
724,patience,辛抱強さ，忍耐,6,0
725,perception,洞察（力），知覚,6,0
726,perspective,見地，視座,6,0
727,pile,積み重ね，「山」,6,0
728,pioneer,開拓者，先駆者,6,0
729,poison,毒,6,0
730,portion,部分,6,0
731,possession,所有，所有物,6,0
732,preference,好み,6,0
733,prejudice,先入観，偏見,6,0
734,privilege,特権,6,0
735,profession,職業,6,0
736,pronunciation,発音,6,0
737,prospect,見通し，見込み,6,0
738,punishment,罰,6,0
739,pursuit,追跡，追求,6,0
740,ray,光線,6,0
741,recognition,その人［それ］だとわかること,6,0
742,reference,言及，参照,6,0
743,reflection,反映，反射,6,0
744,relief,安堵，軽減,6,0
745,requirement,要求される事柄，必要なもの,6,0
746,resident,居住者,6,0
747,ritual,儀式,6,0
748,root,根，根源／…を根づかせる,6,0
749,sacrifice,犠牲／…を犠牲にする,6,0
750,scholar,学者,6,0
751,seed,種子,6,0
752,servant,使用人，お手伝い,6,0
753,shade,日陰,6,0
754,shame,恥，不名誉，残念なこと,6,0
755,shelter,避難，避難場所,6,0
756,shore,岸，海岸,6,0
757,similarity,類似（点）,6,0
758,site,場所，用地,6,0
759,specialist,専門家，専門医,6,0
760,statistics,統計,6,0
761,steam,蒸気,6,0
762,strip,細長い一片［地域］／…をはぎ取る,6,0
763,stuff,モノ,6,0
764,suburb,郊外,6,0
765,tale,お話,6,0
766,telescope,望遠鏡,6,0
767,tension,緊張,6,0
768,territory,領土,6,0
769,text,本文，書かれたもの,6,0
770,tide,潮，風潮,6,0
771,tip,先，先端,6,0
772,tone,音，音色，（声・ことばの）調子，,6,0
773,traffic jam,交通渋滞,6,0
774,tragedy,悲劇,6,0
775,trail,通った跡，でこぼこ道,6,0
776,trait,特性，特徴,6,0
777,transportation,輸送,6,0
778,trap,わな／…をわなにかける,6,0
779,treasure,宝，財宝,6,0
780,trial,裁判，試み,6,0
781,trick,…をだます／手品，こつ,6,0
782,unemployment,失業,6,0
783,version,…版，別形式,6,0
784,virtue,徳，美徳，長所,6,0
785,volunteer,ボランティア，志願兵,6,0
786,voyage,航海,6,0
787,wage,賃金,6,0
788,weapon,武器,6,0
789,Westerner,西洋人，西部に住む人,6,0
790,absolute,絶対的な，完全な,6,0
791,abstract,抽象的な,6,0
792,accustomed,慣れている,6,0
793,additional,追加の,6,0
794,adequate,十分な,6,0
795,aggressive,攻撃的な，積極的な,6,0
796,amazing,びっくりするような,6,0
797,annual,毎年の,6,0
798,apparent,外見上の，明らかな,6,0
799,artificial,人工的な,6,0
800,Atlantic,大西洋の,6,0
801,atomic,原子の，原子力の,6,0
802,awful,ひどい,6,0
803,based,基づいている,6,0
804,brilliant,すばらしい,6,0
805,calm,穏やかな，落ち着いた,6,0
806,casual,何気ない,6,0
807,civil,公民の，（軍事に対し）民間の,6,0
808,classical,古典の，古典的な,6,0
809,definite,明確な,6,0
810,delicate,微妙な,6,0
811,democratic,民主主義の，民主的な,6,0
812,desirable,望ましい,6,0
813,dirty,汚れた,6,0
814,distinct,はっきり異なる,6,0
815,elaborate,手の込んだ,6,0
816,electrical,電気の,6,0
817,elementary,初歩の，基本の,6,0
818,equivalent,等しい，同等の,6,0
